127.0.0.1 - - [15/Sep/2016:09:51:07 +0800] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/js/bootstrap-switch.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/js/jquery.ui.touch-punch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/js/flatui-checkbox.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/js/jquery.tagsinput.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/js/flatui-radio.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/js/over.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/js/jquery.placeholder.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/js/jquery.fn.gantt.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/js/prettify.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/js/jquery.cookie.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/js/jquery-ui-1.10.3.custom.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/js/application.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:25 +0800] "POST /project/Task?action=remain HTTP/1.1" 200 7005
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:20:37 +0800] "POST /project/Work?action=finish HTTP/1.1" 200 5877
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:20:38 +0800] "GET /project/css/myStyle.css HTTP/1.1" 304 -
127.0.0.1 - - [15/Sep/2016:15:35:11 +0800] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:35:18 +0800] "GET /project/workSpace.jsp HTTP/1.1" 200 6492
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:40:35 +0800] "GET /project/workSpace.jsp HTTP/1.1" 200 7133
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:40:36 +0800] "GET /project/images/hexagon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:40:36 +0800] "GET /project/bootstrap/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:40:36 +0800] "GET /project/css/style.complete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:40:36 +0800] "GET /project/css/flat-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:40:36 +0800] "GET /project/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:40:36 +0800] "GET /project/css/myStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:40:36 +0800] "GET /project/js/jquery-ui-1.10.3.custom.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:40:36 +0800] "GET /project/js/jquery.ui.touch-punch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:40:36 +0800] "GET /project/js/jquery-1.8.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:40:36 +0800] "GET /project/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:40:36 +0800] "GET /project/js/flatui-checkbox.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:40:36 +0800] "GET /project/js/jquery.tagsinput.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:40:36 +0800] "GET /project/js/flatui-radio.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:40:36 +0800] "GET /project/js/jquery.placeholder.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:40:36 +0800] "GET /project/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:40:36 +0800] "GET /project/js/application.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:40:36 +0800] "GET /project/js/bootstrap-select.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:40:36 +0800] "GET /project/js/bootstrap-switch.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:40:36 +0800] "GET /project/js/over.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:40:36 +0800] "GET /project/images/brush.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:40:36 +0800] "GET /project/images/searchIcon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:40:36 +0800] "GET /project/images/dark-logs-bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:04 +0800] "GET /project/workSpace.jsp HTTP/1.1" 200 7122
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:04 +0800] "GET /project/bootstrap/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:04 +0800] "GET /project/css/flat-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:04 +0800] "GET /project/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:04 +0800] "GET /project/css/style.complete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:04 +0800] "GET /project/css/myStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:04 +0800] "GET /project/images/hexagon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:04 +0800] "GET /project/images/searchIcon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:04 +0800] "GET /project/images/brush.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:04 +0800] "GET /project/js/jquery-1.8.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:04 +0800] "GET /project/js/jquery-ui-1.10.3.custom.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:04 +0800] "GET /project/js/jquery.ui.touch-punch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:04 +0800] "GET /project/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:04 +0800] "GET /project/js/bootstrap-select.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:04 +0800] "GET /project/js/bootstrap-switch.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:04 +0800] "GET /project/js/flatui-checkbox.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:04 +0800] "GET /project/js/flatui-radio.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:04 +0800] "GET /project/js/jquery.placeholder.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:04 +0800] "GET /project/js/jquery.tagsinput.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:04 +0800] "GET /project/js/over.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:04 +0800] "GET /project/js/application.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:04 +0800] "GET /project/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:05 +0800] "GET /project/images/dark-logs-bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:29 +0800] "GET /project/workSpace.jsp HTTP/1.1" 200 7134
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:29 +0800] "GET /project/bootstrap/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:29 +0800] "GET /project/css/flat-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:29 +0800] "GET /project/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:29 +0800] "GET /project/css/myStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:29 +0800] "GET /project/css/style.complete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:29 +0800] "GET /project/js/jquery-1.8.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:29 +0800] "GET /project/js/jquery-ui-1.10.3.custom.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:29 +0800] "GET /project/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:29 +0800] "GET /project/js/jquery.ui.touch-punch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:29 +0800] "GET /project/js/bootstrap-switch.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:29 +0800] "GET /project/js/flatui-checkbox.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:29 +0800] "GET /project/js/jquery.tagsinput.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:29 +0800] "GET /project/js/bootstrap-select.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:29 +0800] "GET /project/images/hexagon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:29 +0800] "GET /project/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:29 +0800] "GET /project/js/jquery.placeholder.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:29 +0800] "GET /project/js/application.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:29 +0800] "GET /project/images/searchIcon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:29 +0800] "GET /project/images/brush.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:29 +0800] "GET /project/js/flatui-radio.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:29 +0800] "GET /project/js/over.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:30 +0800] "GET /project/images/dark-logs-bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:15:41:51 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:41 +0800] "GET /project/workSpace.jsp HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:42 +0800] "GET /project/bootstrap/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:42 +0800] "GET /project/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:42 +0800] "GET /project/css/style.complete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:42 +0800] "GET /project/css/flat-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:42 +0800] "GET /project/css/myStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:42 +0800] "GET /project/js/jquery-1.8.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:42 +0800] "GET /project/js/jquery-ui-1.10.3.custom.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:42 +0800] "GET /project/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:42 +0800] "GET /project/js/flatui-radio.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:42 +0800] "GET /project/js/bootstrap-select.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:42 +0800] "GET /project/js/jquery.ui.touch-punch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:42 +0800] "GET /project/js/application.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:42 +0800] "GET /project/js/jquery.placeholder.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:42 +0800] "GET /project/js/over.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:42 +0800] "GET /project/js/jquery.tagsinput.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:42 +0800] "GET /project/js/bootstrap-switch.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:42 +0800] "GET /project/js/flatui-checkbox.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:42 +0800] "GET /project/images/hexagon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:42 +0800] "GET /project/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:42 +0800] "GET /project/images/searchIcon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:42 +0800] "GET /project/images/brush.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:43 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:43 +0800] "GET /project/images/dark-logs-bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:58 +0800] "GET /project/workSpace.jsp HTTP/1.1" 200 7143
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:59 +0800] "GET /project/bootstrap/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:59 +0800] "GET /project/css/flat-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:59 +0800] "GET /project/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:59 +0800] "GET /project/css/myStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:59 +0800] "GET /project/images/hexagon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:59 +0800] "GET /project/js/jquery-1.8.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:59 +0800] "GET /project/js/jquery-ui-1.10.3.custom.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:59 +0800] "GET /project/css/style.complete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:59 +0800] "GET /project/js/jquery.ui.touch-punch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:59 +0800] "GET /project/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:59 +0800] "GET /project/js/bootstrap-select.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:59 +0800] "GET /project/js/bootstrap-switch.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:59 +0800] "GET /project/js/flatui-checkbox.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:59 +0800] "GET /project/js/flatui-radio.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:59 +0800] "GET /project/js/jquery.tagsinput.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:59 +0800] "GET /project/js/jquery.placeholder.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:59 +0800] "GET /project/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:59 +0800] "GET /project/js/application.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:59 +0800] "GET /project/js/over.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:59 +0800] "GET /project/images/searchIcon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:59 +0800] "GET /project/images/brush.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:07:59 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:00 +0800] "GET /project/images/dark-logs-bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:29 +0800] "GET /project/workSpace.jsp HTTP/1.1" 200 7167
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:29 +0800] "GET /project/bootstrap/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:29 +0800] "GET /project/css/flat-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:29 +0800] "GET /project/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:29 +0800] "GET /project/css/style.complete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:29 +0800] "GET /project/css/myStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:29 +0800] "GET /project/js/jquery-1.8.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:29 +0800] "GET /project/js/jquery-ui-1.10.3.custom.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:29 +0800] "GET /project/js/jquery.ui.touch-punch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:29 +0800] "GET /project/js/bootstrap-switch.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:29 +0800] "GET /project/js/jquery.tagsinput.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:29 +0800] "GET /project/js/jquery.placeholder.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:29 +0800] "GET /project/js/bootstrap-select.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:29 +0800] "GET /project/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:29 +0800] "GET /project/js/flatui-radio.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:29 +0800] "GET /project/js/flatui-checkbox.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:29 +0800] "GET /project/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:29 +0800] "GET /project/images/hexagon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:29 +0800] "GET /project/js/application.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:29 +0800] "GET /project/images/searchIcon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:29 +0800] "GET /project/js/over.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:29 +0800] "GET /project/images/brush.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:30 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:17:08:30 +0800] "GET /project/images/dark-logs-bg.jpg HTTP/1.1" 304 -
